"5W_embryo1" "7W_embryo1" "8W_embryo1" "10W_embryo1" "12W_embryo1" "14W_embryo1" "18W_embryo1" "18W_embryo2" "20W_embryo1" "20W_embryo2" "23W_embryo1" "23W_embryo2" "24W_embryo1" "24W_embryo2" "26W_embryo1"
"C10orf10" 1.16037120829089 0.77818449189704 0.625343473010205 1.06227997784434 0 0.347700808980937 0.756981657585918 0.482393158169313 0.510437960824972 1.0889710799467 0.287575891740037 1.01529743253278 0.519277811921112 0.845352015514085 0.743245520160699
"C11orf70" 0 0.0782558911865706 1.43161055765271 0 0 0.410605657676674 0.770212004687399 0.61571882361441 0.797123582076264 1.09187150552007 1.44487339248295 0.767321884583824 0.985554021413032 0.546640048198579 0
"C11orf85" 0 0 0 0.012131639470885 0 0.0531916929224414 0.912968775992276 0.65776912202415 1.07507220056405 1.02055050659277 1.48077421306071 0.743377223434188 0.935648800318939 0.79497584896582 0.702527480500512
"C12orf57" 0.0251039123093427 0.868834290615341 1.17371266344182 0.889518404621009 0.559672860583319 0.873364433786287 1.0625771402403 0.819578007273583 1.07335231216562 0.987587331253376 0.938985814993744 0.684727544333221 0.812274301501474 1.25579620242683 0.743378452028707
"C14orf39" 0.918438792051762 0 1.09396840867608 0.224192082704688 0 0.705498706645135 0.599709517385398 0.66650083574456 1.16812700757575 1.02292285310185 1.30974573746358 0.89701695306206 1.50174641619328 0.672864383470637 0.600731467311249
"C18orf63" 0 0 0 0 0 0.331370852928116 1.18021530418075 0.403315136820101 1.23867164861867 0.750955735169557 0.955773427479663 0.862851849604076 1.2849367422891 0.286432559114837 1.02672273677213
"C19orf38" 0 0 0 0 0.559672860583319 0.0163675341946573 1.0544765363598 0.529593889167732 0.873688288372409 0.219047016836321 0.897670484854437 0.73942792021369 0.834240092034699 0.846722601931264 0.607627385442091
"C1QA" 0 0 0 0 0 0.173560282924065 0.0677553527086548 0.0625096171161257 0.934306088658203 1.32187375016728 2.13909814480711 0.0319879447389615 1.39726766286722 0.0897338209528044 1.11064836650755
"C1QB" 0 0 0 0 0 0.226749218638183 0 0.0675416053114191 0.984566369476639 1.43441593626435 2.13909814480711 0 1.71665747668582 0.0282127358907229 1.06241379259745
"C1QC" 0 0 0 0 0 0.109535251223177 0.0677553527086548 0.0405534859784308 0.87372101384583 0.969907885059299 1.184913745282 0.0179635108164444 1.25726076660288 0.0357893886095321 0.776220556087309
"C1R" 0 0.45793387450337 0 1.11711802060503 0 1.00419429326149 1.30753622423992 0.559944507784248 0.918180178272265 0.953033359288419 1.01066271598326 0.76526549934848 0.991858833557562 0.697569926935822 0.763455195843665
